"Path","LineNumber","MatchedLine","Context"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\MigrationCenterAPI\Resource\ProjectsLocationsReportConfigsReports.php","55","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, Report $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\MigrationCenterAPI\Resource\ProjectsLocationsReportConfigsReports.php","81","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\MigrationCenterAPI\Resource\ProjectsLocationsSources.php","50","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string sourceId Required. User specified ID for the source. It ||    * will become the last component of the source name. The ID must be unique ||    * within the project, must conform with RFC-1034, is restricted to lower-cased ||    * letters, and has a maximum length of 63 characters. The ID must match the ||    * regular expression: `[a-z]([a-z0-9-]{0,61}[a-z0-9])?`. ||    * @return Operation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\MigrationCenterAPI\Resource\ProjectsLocationsSources.php","81","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\MigrationCenterAPI\Resource\ProjectsLocationsSources.php","146","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. Field mask is used to specify the ||    * fields to be overwritten in the `Source` resource by the update. The values ||    * specified in the `update_mask` field are relative to the resource, not the ||    * full request. A field will be overwritten if it is in the mask. A single * ||    * value in the mask lets you to overwrite all fields. ||    * @return Operation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\MyBusinessBusinessInformation\Resource\AccountsLocations.php","43","* detect duplicated requests. We recommend using UUIDs. Max length is 50","* ||    * @opt_param string requestId Optional. A unique request ID for the server to ||    * detect duplicated requests. We recommend using UUIDs. Max length is 50 ||    * characters. ||    * @opt_param bool validateOnly Optional. If true, the request is validated ||    * without actually creating the location. ||    * @return Location ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, Location $postBody, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsInternalRanges.php","55","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, InternalRange $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsInternalRanges.php","81","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsInternalRanges.php","146","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. Field mask is used to specify the ||    * fields to be overwritten in the InternalRange resource by the update. The ||    * fields specified in the update_mask are relative to the resource, not the ||    * full request. A field will be overwritten if it is in the mask. If the user ||    * does not provide a mask then all fields will be overwritten. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsNetworkconnectivityGlobalHubs.php","77","* commitments. The request ID must be a valid UUID, with the exception that","* the original operation was received. If it was, the server ignores the second ||    * request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, Hub $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsNetworkconnectivityGlobalHubs.php","78","* zero UUID is not supported (00000000-0000-0000-0000-000000000000).","* request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, Hub $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams); ||     return $this->call('create', [$params], GoogleLongrunningOperation::class);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsNetworkconnectivityGlobalHubs.php","103","* commitments. The request ID must be a valid UUID, with the exception that","* the original operation was received. If it was, the server ignores the second ||    * request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsNetworkconnectivityGlobalHubs.php","104","* zero UUID is not supported (00000000-0000-0000-0000-000000000000).","* request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams); ||     return $this->call('delete', [$params], GoogleLongrunningOperation::class);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsNetworkconnectivityGlobalHubs.php","227","* commitments. The request ID must be a valid UUID, with the exception that","* the original operation was received. If it was, the server ignores the second ||    * request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. In the case of an update to an ||    * existing hub, field mask is used to specify the fields to be overwritten. The ||    * fields specified in the update_mask are relative to the resource, not the ||    * full request. A field is overwritten if it is in the mask. If the user does ||    * not provide a mask, then all fields are overwritten. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsNetworkconnectivityGlobalHubs.php","228","* zero UUID is not supported (00000000-0000-0000-0000-000000000000).","* request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. In the case of an update to an ||    * existing hub, field mask is used to specify the fields to be overwritten. The ||    * fields specified in the update_mask are relative to the resource, not the ||    * full request. A field is overwritten if it is in the mask. If the user does ||    * not provide a mask, then all fields are overwritten. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsNetworkconnectivityGlobalHubsGroups.php","121","* commitments. The request ID must be a valid UUID, with the exception that","* the original operation was received. If it was, the server ignores the second ||    * request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. In the case of an update to an ||    * existing group, field mask is used to specify the fields to be overwritten. ||    * The fields specified in the update_mask are relative to the resource, not the ||    * full request. A field is overwritten if it is in the mask. If the user does ||    * not provide a mask, then all fields are overwritten. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsNetworkconnectivityGlobalHubsGroups.php","122","* zero UUID is not supported (00000000-0000-0000-0000-000000000000).","* request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. In the case of an update to an ||    * existing group, field mask is used to specify the fields to be overwritten. ||    * The fields specified in the update_mask are relative to the resource, not the ||    * full request. A field is overwritten if it is in the mask. If the user does ||    * not provide a mask, then all fields are overwritten. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsNetworkconnectivityGlobalPolicyBasedRoutes.php","58","* UUID with the exception that zero UUID is not supported","* received, and if so, ignores the second request. This prevents clients from ||    * accidentally creating duplicate commitments. The request ID must be a valid ||    * UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, PolicyBasedRoute $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsNetworkconnectivityGlobalPolicyBasedRoutes.php","85","* UUID with the exception that zero UUID is not supported","* received, and if so, ignores the second request. This prevents clients from ||    * accidentally creating duplicate commitments. The request ID must be a valid ||    * UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsRegionalEndpoints.php","54","* UUID with the exception that zero UUID is not supported","* received, and if so, ignores the second request. This prevents clients from ||    * accidentally creating duplicate commitments. The request ID must be a valid ||    * UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, RegionalEndpoint $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsRegionalEndpoints.php","80","* UUID with the exception that zero UUID is not supported","* received, and if so, ignores the second request. This prevents clients from ||    * accidentally creating duplicate commitments. The request ID must be a valid ||    * UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsServiceClasses.php","56","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsServiceClasses.php","153","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. Field mask is used to specify the ||    * fields to be overwritten in the ServiceClass resource by the update. The ||    * fields specified in the update_mask are relative to the resource, not the ||    * full request. A field will be overwritten if it is in the mask. If the user ||    * does not provide a mask then all fields will be overwritten. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsServiceConnectionMaps.php","56","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string serviceConnectionMapId Optional. Resource ID (i.e. 'foo' in ||    * '[...]/projects/p/locations/l/serviceConnectionMaps/foo') See ||    * https://google.aip.dev/122#resource-id-segments Unique per location. If one ||    * is not provided, one will be generated. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsServiceConnectionMaps.php","89","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsServiceConnectionMaps.php","188","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. Field mask is used to specify the ||    * fields to be overwritten in the ServiceConnectionMap resource by the update. ||    * The fields specified in the update_mask are relative to the resource, not the ||    * full request. A field will be overwritten if it is in the mask. If the user ||    * does not provide a mask then all fields will be overwritten. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsServiceConnectionPolicies.php","56","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string serviceConnectionPolicyId Optional. Resource ID (i.e. 'foo' ||    * in '[...]/projects/p/locations/l/serviceConnectionPolicies/foo') See ||    * https://google.aip.dev/122#resource-id-segments Unique per location. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, ServiceConnectionPolicy $postBody, $optParams = [])"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsServiceConnectionPolicies.php","89","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsServiceConnectionPolicies.php","190","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. Field mask is used to specify the ||    * fields to be overwritten in the ServiceConnectionPolicy resource by the ||    * update. The fields specified in the update_mask are relative to the resource, ||    * not the full request. A field will be overwritten if it is in the mask. If ||    * the user does not provide a mask then all fields will be overwritten. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsServiceConnectionTokens.php","52","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string serviceConnectionTokenId Optional. Resource ID (i.e. 'foo' ||    * in '[...]/projects/p/locations/l/ServiceConnectionTokens/foo') See ||    * https://google.aip.dev/122#resource-id-segments Unique per location. If one ||    * is not provided, one will be generated. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsServiceConnectionTokens.php","86","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsSpokes.php","54","* commitments. The request ID must be a valid UUID, with the exception that","* the original operation was received. If it was, the server ignores the second ||    * request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @opt_param string spokeId Required. Unique id for the spoke to create. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, Spoke $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsSpokes.php","55","* zero UUID is not supported (00000000-0000-0000-0000-000000000000).","* request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @opt_param string spokeId Required. Unique id for the spoke to create. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, Spoke $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsSpokes.php","81","* commitments. The request ID must be a valid UUID, with the exception that","* the original operation was received. If it was, the server ignores the second ||    * request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsSpokes.php","82","* zero UUID is not supported (00000000-0000-0000-0000-000000000000).","* request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams); ||     return $this->call('delete', [$params], GoogleLongrunningOperation::class);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsSpokes.php","175","* commitments. The request ID must be a valid UUID, with the exception that","* the original operation was received. If it was, the server ignores the second ||    * request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. In the case of an update to an ||    * existing spoke, field mask is used to specify the fields to be overwritten. ||    * The fields specified in the update_mask are relative to the resource, not the ||    * full request. A field is overwritten if it is in the mask. If the user does ||    * not provide a mask, then all fields are overwritten. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\Networkconnectivity\Resource\ProjectsLocationsSpokes.php","176","* zero UUID is not supported (00000000-0000-0000-0000-000000000000).","* request. This behavior prevents clients from mistakenly creating duplicate ||    * commitments. The request ID must be a valid UUID, with the exception that ||    * zero UUID is not supported (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. In the case of an update to an ||    * existing spoke, field mask is used to specify the fields to be overwritten. ||    * The fields specified in the update_mask are relative to the resource, not the ||    * full request. A field is overwritten if it is in the mask. If the user does ||    * not provide a mask, then all fields are overwritten. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\NetworkSecurity\Resource\OrganizationsLocationsAddressGroups.php","94","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, AddressGroup $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\NetworkSecurity\Resource\OrganizationsLocationsAddressGroups.php","121","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\NetworkSecurity\Resource\OrganizationsLocationsAddressGroups.php","210","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Optional. Field mask is used to specify the ||    * fields to be overwritten in the AddressGroup resource by the update. The ||    * fields specified in the update_mask are relative to the resource, not the ||    * full request. A field will be overwritten if it is in the mask. If the user ||    * does not provide a mask then all fields will be overwritten. ||    * @return Operation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\NetworkSecurity\Resource\OrganizationsLocationsFirewallEndpoints.php","54","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, FirewallEndpoint $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\NetworkSecurity\Resource\OrganizationsLocationsFirewallEndpoints.php","80","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\NetworkSecurity\Resource\OrganizationsLocationsFirewallEndpoints.php","144","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. Field mask is used to specify the ||    * fields to be overwritten in the Endpoint resource by the update. The fields ||    * specified in the update_mask are relative to the resource, not the full ||    * request. A field will be overwritten if it is in the mask. If the user does ||    * not provide a mask then all fields will be overwritten. ||    * @return Operation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\NetworkSecurity\Resource\ProjectsLocationsAddressGroups.php","98","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, AddressGroup $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
